0,1,2,3,4,5,6,7,8,9,,
VISA: Debit/Credit in LKR,"2,341,100.00 ₨",Sri Lanka,Durham University,GBP,LKR,2341100,"22,21,564.89",0.053806715,0,,
MasterCard: Debit/Credit in LKR,"2,341,100.00 ₨",Sri Lanka,Durham University,GBP,LKR,2341100,"22,21,564.89",0.053806715,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Sri Lanka,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Sri Lanka,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in SRD,"103,168.00 $",Suriname,Durham University,GBP,SRD,103168,"97,902.02",0.053788267,0,,
MasterCard: Debit/Credit in SRD,"103,168.00 $",Suriname,Durham University,GBP,SRD,103168,"97,902.02",0.053788267,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Suriname,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Suriname,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Swedish Krona (SEK),"kr119,212.00",Sweden,Durham University,GBP,SEK,119212,"1,15,939.20",0.028228589,0,,
VISA: Debit/Credit in SEK,"kr120,363.00",Sweden,Durham University,GBP,SEK,120363,"1,15,939.20",0.038156206,0,,
MasterCard: Debit/Credit in SEK,"kr120,363.00",Sweden,Durham University,GBP,SEK,120363,"1,15,939.20",0.038156206,0,,
Online Bank Transfer,"kr119,212.00",Sweden,Durham University,GBP,SEK,119212,"1,15,939.20",0.028228589,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Sweden,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Sweden,Durham University,GBP,GBP,10023,10000,0,23,,
American Express in EUR,"11.640,00 €",Sweden,Durham University,GBP,EUR,11640,"11,202.47",0.039056565,0,,
Domestic Bank Transfer in Swiss Francs (CHF),"Fr13,085.00",Switzerland,Durham University,GBP,CHF,13085,"12,723.84",0.028384513,0,,
VISA: Debit/Credit in CHF,"Fr13,338.00",Switzerland,Durham University,GBP,CHF,13338,"12,723.84",0.048268447,0,,
MasterCard: Debit/Credit in CHF,"Fr13,338.00",Switzerland,Durham University,GBP,CHF,13338,"12,723.84",0.048268447,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Switzerland,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Switzerland,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in Euros (EUR),"11.529,00 €",Switzerland,Durham University,GBP,EUR,11529,"11,202.47",0.029148036,0,,
VISA: Debit/Credit in TWD,"422,500.00 NT$",Taiwan,Durham University,GBP,TWD,422500,"4,00,915.22",0.053838764,0,,
MasterCard: Debit/Credit in TWD,"422,500.00 NT$",Taiwan,Durham University,GBP,TWD,422500,"4,00,915.22",0.053838764,0,,
International Bank Transfer in US Dollars (USD),"$13,360.00",Taiwan,Durham University,GBP,USD,13360,"13,111.45",0.018956713,0,,
International Bank Transfer in Euros (EUR),"11.530,00 €",Taiwan,Durham University,GBP,EUR,11530,"11,202.47",0.029237302,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Taiwan,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in TJS,"130,309.00 TJS",Tajikistan,Durham University,GBP,TJS,130309,"1,23,651.70",0.05383913,0,,
International Bank Transfer in US Dollars (USD),"$13,359.00",Tajikistan,Durham University,GBP,USD,13359,"13,111.45",0.018880444,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Tajikistan,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in TZS,"Sh31,594,000.00","Tanzania, United Republic of",Durham University,GBP,TZS,31594000,"2,99,80,716.99",0.053810688,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00","Tanzania, United Republic of",Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00","Tanzania, United Republic of",Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in Thai Baht (THB),"฿435,876.00",Thailand,Durham University,GBP,THB,435876,"4,25,347.83",0.024751907,0,,
VISA: Debit/Credit in THB,"฿448,277.00",Thailand,Durham University,GBP,THB,448277,"4,25,347.83",0.05390687,0,,
MasterCard: Debit/Credit in THB,"฿448,277.00",Thailand,Durham University,GBP,THB,448277,"4,25,347.83",0.05390687,0,,
UnionPay Card in THB,"฿440,844.00",Thailand,Durham University,GBP,THB,440844,"4,25,347.83",0.03643176,0,,
International Bank Transfer in US Dollars (USD),"$13,359.00",Thailand,Durham University,GBP,USD,13359,"13,111.45",0.018880444,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Thailand,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in TTD,"93,183.00 TT$",Trinidad and Tobago,Durham University,GBP,TTD,93183,"88,362.10",0.054558459,0,,
Mastercard: Debit/Credit in TTD,"93,183.00 TT$",Trinidad and Tobago,Durham University,GBP,TTD,93183,"88,362.10",0.054558459,0,,
International Bank Transfer in US Dollars (USD),"$13,362.00",Trinidad and Tobago,Durham University,GBP,USD,13362,"13,111.45",0.019109252,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Trinidad and Tobago,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in Canadian Dollars (CAD),"$17,581.00",Trinidad and Tobago,Durham University,GBP,CAD,17581,"17,140.49",0.025699965,0,,
MasterCard: Debit/Credit in TND,"38,608.000 dt",Tunisia,Durham University,GBP,TND,38608,"36,654.13",0.053305589,0,,
VISA: Debit/Credit in TND,"38,608.000 dt",Tunisia,Durham University,GBP,TND,38608,"36,654.13",0.053305589,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Tunisia,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Tunisia,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Turkish Lira (TRY),"82,313.00 TL",Turkey,Durham University,GBP,TRY,82313,"80,081.67",0.02786318,0,,
VISA: Debit/Credit in TRY,"84,351.00 TL",Turkey,Durham University,GBP,TRY,84351,"80,081.67",0.0533122,0,,
MasterCard: Debit/Credit in TRY,"84,351.00 TL",Turkey,Durham University,GBP,TRY,84351,"80,081.67",0.0533122,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Turkey,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Turkey,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in Euros (EUR),"11.532,00 €",Turkey,Durham University,GBP,EUR,11532,"11,202.47",0.029415834,0,,
International Bank Transfer in US Dollars (USD),"$13,365.00",Turkmenistan,Durham University,GBP,USD,13365,"13,111.45",0.019338059,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Turkmenistan,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in UGX,"52,840,000.00 USh",Uganda,Durham University,GBP,UGX,52840000,"5,01,90,757.44",0.052783474,0,,
International Bank Transfer in US Dollars (USD),"$13,367.00",Uganda,Durham University,GBP,USD,13367,"13,111.45",0.019490598,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Uganda,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in UAH,"388,987.00 ₴",Ukraine,Durham University,GBP,UAH,388987,"3,69,163.56",0.053698258,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Ukraine,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in EUR,"11.643,00 €",Ukraine,Durham University,GBP,EUR,11643,"11,202.47",0.039324363,0,,
MasterCard: Debit/Credit in EUR,"11.643,00 €",Ukraine,Durham University,GBP,EUR,11643,"11,202.47",0.039324363,0,,
MasterCard: Debit/Credit in USD,"$13,837.00",Ukraine,Durham University,GBP,USD,13837,"13,111.45",0.055337129,0,,
VISA: Debit/Credit in USD,"$13,837.00",Ukraine,Durham University,GBP,USD,13837,"13,111.45",0.055337129,0,,
International Bank Transfer in US Dollars (USD),"$13,365.00",Ukraine,Durham University,GBP,USD,13365,"13,111.45",0.019338059,0,,
Bank Transfer in Emirati Dirham (AED),"د.إ49,104.00",United Arab Emirates,Durham University,GBP,AED,49104,"48,220.05",0.018331586,0,,
Debit/Credit Card in AED,"د.إ50,812.00",United Arab Emirates,Durham University,GBP,AED,50812,"48,220.05",0.053752537,0,,
VISA: Debit/Credit in AED,"د.إ50,812.00",United Arab Emirates,Durham University,GBP,AED,50812,"48,220.05",0.053752537,0,,
MasterCard: Debit/Credit in AED,"د.إ50,812.00",United Arab Emirates,Durham University,GBP,AED,50812,"48,220.05",0.053752537,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",United Arab Emirates,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",United Arab Emirates,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in US Dollars(USD),"$13,365.00",United States,Durham University,GBP,USD,13365,"13,111.45",0.019338059,0,,
MasterCard: Debit/Credit in USD,"$13,764.00",United States,Durham University,GBP,USD,13764,"13,111.45",0.049769476,0,,
VISA: Debit/Credit in USD,"$13,764.00",United States,Durham University,GBP,USD,13764,"13,111.45",0.049769476,0,,
American Express in USD,"$13,365.00",United States,Durham University,GBP,USD,13365,"13,111.45",0.019338059,0,,
PayPal in USD,"$13,678.00",United States,Durham University,GBP,USD,13678,"13,111.45",0.043210324,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",United States,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in Canadian Dollars (CAD),"$17,483.00",United States,Durham University,GBP,CAD,17483,"17,144.91",0.019719555,0,,
VISA: Debit/Credit in UYU,"$451.500,00",Uruguay,Durham University,GBP,UYU,451500,"4,28,488.92",0.053702859,0,,
MasterCard: Debit/Credit in UYU,"$451.500,00",Uruguay,Durham University,GBP,UYU,451500,"4,28,488.92",0.053702859,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Uruguay,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Uruguay,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in USD,"$13,763.00",Uruguay,Durham University,GBP,USD,13763,"13,111.45",0.049693207,0,,
MasterCard: Debit/Credit in USD,"$13,763.00",Uruguay,Durham University,GBP,USD,13763,"13,111.45",0.049693207,0,,
Debit/Credit Card in UZS,"111,741,000.00 лв",Uzbekistan,Durham University,GBP,UZS,111741000,"10,59,97,567.75",0.054184566,0,,
International Bank Transfer in US Dollars (USD),"$13,366.00",Uzbekistan,Durham University,GBP,USD,13366,"13,111.45",0.019414329,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Uzbekistan,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Venezuela,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Venezuela,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Vietnam,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,363.00",Vietnam,Durham University,GBP,USD,13363,"13,111.45",0.019185521,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Western Sahara,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Western Sahara,Durham University,GBP,GBP,10000,10000,0,0,,
MasterCard: Debit/Credit in YER,"3,462,500.00 ﷼",Yemen,Durham University,GBP,YER,3462500,"32,86,061.35",0.053693048,0,,
VISA: Debit/Credit in Yer,"3,462,500.00 ﷼",Yemen,Durham University,GBP,YER,3462500,"32,86,061.35",0.053693048,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Yemen,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Yemen,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Zambia,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Zambia,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in South African Rand (ZAR),"R191,505.00",Zambia,Durham University,GBP,ZAR,191505,"1,85,864.73",0.030346102,0,,
International Bank Transfer in US Dollars (USD),"$13,364.00",Zimbabwe,Durham University,GBP,USD,13364,"13,111.45",0.01926179,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Zimbabwe,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in South African Rand (ZAR),"R191,397.00",Zimbabwe,Durham University,GBP,ZAR,191397,"1,85,849.47",0.029849587,0,,
