Debit/Credit Card in AFN,"766,000.00 ?",Afghanistan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Russian Federation,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.808,00 €",Russian Federation,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,764.00",Russian Federation,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in RWF,"9,067,000.00 FRw",Rwanda,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Rwanda,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.810,00 €",Saint Barthélemy,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.981,00 €",Saint Barthélemy,Massachusetts Institute of Technology (MIT) receives
,,Saint Barthélemy,Massachusetts Institute of Technology (MIT) receives
,,Saint Barthélemy,Massachusetts Institute of Technology (MIT) receives
American Express in GBP,"£7,839.00","Saint Helena, Ascension and Tristan da Cunha",Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in GBP,"£7,839.00","Saint Helena, Ascension and Tristan da Cunha",Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in GBP,"£7,839.00","Saint Helena, Ascension and Tristan da Cunha",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in SHP,"7,956.00 £","Saint Helena, Ascension and Tristan da Cunha",Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Saint Helena, Ascension and Tristan da Cunha",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XCD,"$28,500.00",Saint Kitts and Nevis,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Kitts and Nevis,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XCD,"$28,500.00",Saint Lucia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Lucia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Martin (French part),Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.980,00 €",Saint Pierre and Miquelon,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Pierre and Miquelon,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Canadian Dollars (CAD),"$13,654.00",Saint Pierre and Miquelon,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XCD,"$28,500.00",Saint Vincent and the Grenadines,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Saint Vincent and the Grenadines,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in WST,"27,159.00 WS$",Samoa,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Samoa,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,854.00",Samoa,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.895,00 €",San Marino,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.895,00 €",San Marino,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.981,00 €",San Marino,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",San Marino,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XOF,"5,921,600.00 CFA",Senegal,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Senegal,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XOF,"5,921,600.00 CFA",Senegal,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Senegal,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in RSD,"???1,065,000.00",Serbia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Serbia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.811,00 €",Serbia,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in SCR,"143,207.00 ?",Seychelles,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Seychelles,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in SLL,"85,052,900.00 Le",Sierra Leone,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Sierra Leone,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in Singapore Dollar(SGD),"S$13,968.00",Singapore,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in SGD,"S$14,275.00",Singapore,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in SGD,"S$14,275.00",Singapore,Massachusetts Institute of Technology (MIT) receives
American Express in SGD,"S$14,275.00",Singapore,Massachusetts Institute of Technology (MIT) receives
,,Singapore,Massachusetts Institute of Technology (MIT) receives
,,Singapore,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in ANG,"18,880.00 NAƒ",Sint Maarten (Dutch part),Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Sint Maarten (Dutch part),Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.811,00 €",Slovakia,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.896,00 €",Slovakia,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.896,00 €",Slovakia,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.896,00 €",Slovakia,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.981,00 €",Slovakia,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.811,00 €",Slovakia,Massachusetts Institute of Technology (MIT) receives
,,Slovakia,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.811,00 €",Slovenia,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.896,00 €",Slovenia,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.896,00 €",Slovenia,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.896,00 €",Slovenia,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.981,00 €",Slovenia,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.811,00 €",Slovenia,Massachusetts Institute of Technology (MIT) receives
,,Slovenia,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in SBD,"82,946.00 SI$",Solomon Islands,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Solomon Islands,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Somalia,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in SOS,"6,110,200.00 Sh",Somalia,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in South African Rand (ZAR),"R139,987.00",South Africa,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in ZAR,"R141,601.00",South Africa,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in ZAR,"R141,601.00",South Africa,Massachusetts Institute of Technology (MIT) receives
American Express in ZAR,"R141,601.00",South Africa,Massachusetts Institute of Technology (MIT) receives
,,South Africa,Massachusetts Institute of Technology (MIT) receives
,,South Africa,Massachusetts Institute of Technology (MIT) receives
,,South Africa,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in GBP,"£7,839.00",South Georgia and the South Sandwich Islands,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in GBP,"£7,839.00",South Georgia and the South Sandwich Islands,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",South Georgia and the South Sandwich Islands,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",South Sudan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.812,00 €",South Sudan,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.812,00 €",Spain,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.897,00 €",Spain,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.897,00 €",Spain,Massachusetts Institute of Technology (MIT) receives
American Express in EUR,"8.897,00 €",Spain,Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.983,00 €",Spain,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"8.812,00 €",Spain,Massachusetts Institute of Technology (MIT) receives
,,Spain,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in LKR,"1,668,800.00 ?",Sri Lanka,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Sri Lanka,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in SRD,"78,641.00 $",Suriname,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Suriname,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in NOK,"kr84.285,00",Svalbard and Jan Mayen,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in NOK,"kr84.285,00",Svalbard and Jan Mayen,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Norwegian Krone (NOK),"kr82.003,00",Svalbard and Jan Mayen,Massachusetts Institute of Technology (MIT) receives
,,Svalbard and Jan Mayen,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in SZL,"E142,368.00",Swaziland,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in ZAR,"R141,570.00",Swaziland,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in ZAR,"R141,570.00",Swaziland,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Swaziland,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Swedish Krona (SEK),"kr91,065.00",Sweden,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in SEK,"kr91,944.00",Sweden,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in SEK,"kr91,944.00",Sweden,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"kr91,065.00",Sweden,Massachusetts Institute of Technology (MIT) receives
,,Sweden,Massachusetts Institute of Technology (MIT) receives
,,Sweden,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Swiss Francs (CHF),"Fr10,170.00",Switzerland,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in CHF,"Fr10,367.00",Switzerland,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in CHF,"Fr10,367.00",Switzerland,Massachusetts Institute of Technology (MIT) receives
,,Switzerland,Massachusetts Institute of Technology (MIT) receives
,,Switzerland,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TWD,"320,988.00 NT$",Taiwan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Taiwan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.811,00 €",Taiwan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,764.00",Taiwan,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TJS,"96,269.00 TJS",Tajikistan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tajikistan,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TZS,"Sh23,993,800.00","Tanzania, United Republic of",Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Tanzania, United Republic of",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in THB,"?347,782.00",Thailand,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in Thai Baht (THB),"?338,161.00",Thailand,Massachusetts Institute of Technology (MIT) receives
,,Thailand,Massachusetts Institute of Technology (MIT) receives
,,Thailand,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Timor-Leste,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in XAF,"5,922,000.00 Fr",Togo,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in XAF,"5,922,000.00 Fr",Togo,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Togo,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,859.00",Tokelau,Massachusetts Institute of Technology (MIT) receives
,,Tokelau,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TOP,"T$24,036.00",Tonga,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tonga,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TTD,"70,807.00 TT$",Trinidad and Tobago,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Trinidad and Tobago,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Canadian Dollars (CAD),"$13,644.00",Trinidad and Tobago,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TND,"27,414.000 dt",Tunisia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.813,00 €",Tunisia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tunisia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in British Pounds (GBP),"£7,766.00",Tunisia,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in TRY,"48,787.00 TL",Turkey,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Turkish Lira (TRY),"47,534.00 TL",Turkey,Massachusetts Institute of Technology (MIT) receives
,,Turkey,Massachusetts Institute of Technology (MIT) receives
,,Turkey,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Turkmenistan,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Turks and Caicos Islands,Massachusetts Institute of Technology (MIT) receives
,,Turks and Caicos Islands,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in AUD,"A$14,180.00",Tuvalu,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in AUD,"A$14,180.00",Tuvalu,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,865.00",Tuvalu,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tuvalu,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in UGX,"40,958,000.00 USh",Uganda,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Uganda,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in UAH,"276,459.00 ?",Ukraine,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in Euros (EUR),"8.814,00 €",Ukraine,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.899,00 €",Ukraine,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.899,00 €",Ukraine,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Ukraine,Massachusetts Institute of Technology (MIT) receives
Bank Transfer in Emirati Dirham (AED),"?.?37,399.00",United Arab Emirates,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in AED,"?.?38,699.00",United Arab Emirates,Massachusetts Institute of Technology (MIT) receives
American Express in AED,"?.?38,699.00",United Arab Emirates,Massachusetts Institute of Technology (MIT) receives
,,United Arab Emirates,Massachusetts Institute of Technology (MIT) receives
,,United Arab Emirates,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in British Pounds (GBP),"£7,766.00",United Kingdom,Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in GBP,"£7,841.00",United Kingdom,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in GBP,"£7,841.00",United Kingdom,Massachusetts Institute of Technology (MIT) receives
American Express in GBP,"£7,841.00",United Kingdom,Massachusetts Institute of Technology (MIT) receives
PayPal in GBP,"£7,916.00",United Kingdom,Massachusetts Institute of Technology (MIT) receives
Online Bank Transfer,"£7,766.00",United Kingdom,Massachusetts Institute of Technology (MIT) receives
,,United Kingdom,Massachusetts Institute of Technology (MIT) receives
,,United Kingdom,Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in US Dollars (USD),"$10,000.00",United States,Massachusetts Institute of Technology (MIT) receives
,,United States,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in UYU,"$331.500,00",Uruguay,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Uruguay,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Uzbekistan,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in UZS,"82,954,000.00 ??",Uzbekistan,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in VUV,"Vt1,160,056",Vanuatu,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Vanuatu,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,866.00",Vanuatu,Massachusetts Institute of Technology (MIT) receives
MasterCard: Debit/Credit in EUR,"8.899,00 €",Holy See (Vatican City State),Massachusetts Institute of Technology (MIT) receives
VISA: Debit/Credit in EUR,"8.899,00 €",Holy See (Vatican City State),Massachusetts Institute of Technology (MIT) receives
Domestic Bank Transfer in Euros (EUR),"8.814,00 €",Holy See (Vatican City State),Massachusetts Institute of Technology (MIT) receives
PayPal in EUR,"8.985,00 €",Holy See (Vatican City State),Massachusetts Institute of Technology (MIT) receives
,,Holy See (Vatican City State),Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Venezuela, Bolivarian Republic of",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in VND,"?241.634.500,0",Viet Nam,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Viet Nam,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Virgin Islands, British",Massachusetts Institute of Technology (MIT) receives
,,"Virgin Islands, British",Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Virgin Islands, U.S.",Massachusetts Institute of Technology (MIT) receives
,,"Virgin Islands, U.S.",Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in XPF,"1,077,976.00 Fr",Wallis and Futuna,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,861.00",Wallis and Futuna,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Wallis and Futuna,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Western Sahara,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in YER,"2,637,200.00 ?",Yemen,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Yemen,Massachusetts Institute of Technology (MIT) receives
Debit/Credit Card in MZN,"MTn624.100,00",Zambia,Massachusetts Institute of Technology (MIT) receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Zambia,Massachusetts Institute of Technology (MIT) receives
