Debit/Credit Card in AFN,"767,009.00 ?",Afghanistan,University of California - Davis receives
VISA: Debit/Credit in AUD,"A$14,210.00",Tuvalu,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,959.00",Tuvalu,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Tuvalu,University of California - Davis receives
Debit/Credit Card in UGX,"40,941,000.00 USh",Uganda,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Uganda,University of California - Davis receives
Debit/Credit Card in UAH,"277,214.00 ?",Ukraine,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.848,00 €",Ukraine,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.933,00 €",Ukraine,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.933,00 €",Ukraine,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Ukraine,University of California - Davis receives
Bank Transfer in Emirati Dirham (AED),"?.?37,399.00",United Arab Emirates,University of California - Davis receives
Debit/Credit Card in AED,"?.?38,699.00",United Arab Emirates,University of California - Davis receives
American Express in AED,"?.?38,699.00",United Arab Emirates,University of California - Davis receives
,,United Arab Emirates,University of California - Davis receives
,,United Arab Emirates,University of California - Davis receives
Domestic Bank Transfer in British Pounds (GBP),"£7,794.00",United Kingdom,University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,869.00",United Kingdom,University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,869.00",United Kingdom,University of California - Davis receives
American Express in GBP,"£7,869.00",United Kingdom,University of California - Davis receives
PayPal in GBP,"£7,945.00",United Kingdom,University of California - Davis receives
Online Bank Transfer,"£7,794.00",United Kingdom,University of California - Davis receives
,,United Kingdom,University of California - Davis receives
,,United Kingdom,University of California - Davis receives
Debit/Credit Card in UYU,"$331.200,00",Uruguay,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Uruguay,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Uzbekistan,University of California - Davis receives
Debit/Credit Card in UZS,"82,950,000.00 ??",Uzbekistan,University of California - Davis receives
Debit/Credit Card in VUV,"Vt1,178,123",Vanuatu,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Vanuatu,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,961.00",Vanuatu,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.934,00 €",Holy See (Vatican City State),University of California - Davis receives
VISA: Debit/Credit in EUR,"8.934,00 €",Holy See (Vatican City State),University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.848,00 €",Holy See (Vatican City State),University of California - Davis receives
PayPal in EUR,"9.020,00 €",Holy See (Vatican City State),University of California - Davis receives
,,Holy See (Vatican City State),University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Venezuela, Bolivarian Republic of",University of California - Davis receives
Debit/Credit Card in VND,"?241.676.300,0",Viet Nam,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Viet Nam,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Virgin Islands, British",University of California - Davis receives
,,"Virgin Islands, British",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Virgin Islands, U.S.",University of California - Davis receives
,,"Virgin Islands, U.S.",University of California - Davis receives
Debit/Credit Card in XPF,"1,081,846.00 Fr",Wallis and Futuna,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,960.00",Wallis and Futuna,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Wallis and Futuna,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Western Sahara,University of California - Davis receives
Debit/Credit Card in YER,"2,636,200.00 ?",Yemen,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Yemen,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Zambia,University of California - Davis receives
International Bank Transfer in South African Rand (ZAR),"R140,938.00",Zambia,University of California - Davis receives
